Id,Neighborhood,OverallQual,OverallCond,YearBuilt,House age,Vintage in Portafolio,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,SaleType,Market Price,Stat,LotArea
678,OldTown,5,8,2002,18,5,1,0,2,1,Gd,5,Typ,Unf,1,240,Fa,Fa,N,316,0,120,0,0,0,5,WD,109500,In portafolio,9022
679,StoneBr,8,5,2002,18,4,2,1,3,1,Gd,7,Typ,Fin,3,834,TA,TA,Y,322,82,0,0,0,0,7,New,372500,In portafolio,11844
680,Sawyer,5,5,2013,7,1,1,0,3,1,TA,5,Typ,Unf,2,572,TA,TA,Y,0,0,0,0,0,0,10,WD,128500,In portafolio,9945
681,SawyerW,6,5,2008,12,4,2,0,2,1,TA,5,Typ,RFn,1,264,TA,TA,Y,80,0,0,0,0,0,5,WD,143000,Sold,8012
682,SWISU,5,5,2005,15,4,1,0,3,1,TA,6,Typ,Unf,1,281,TA,TA,Y,0,0,56,0,0,0,7,WD,159434,Sold,4500
683,ClearCr,6,5,1992,28,3,1,0,2,1,Gd,6,Typ,Unf,2,431,TA,TA,Y,307,0,0,0,0,0,11,WD,173000,Sold,2887
684,CollgCr,9,5,2017,3,1,2,0,3,1,Gd,7,Typ,Fin,3,702,TA,TA,Y,257,45,0,0,0,0,7,WD,285000,Sold,11248
685,NoRidge,7,5,2000,20,4,2,1,4,1,TA,7,Typ,Fin,2,486,TA,TA,Y,0,81,0,0,0,0,6,WD,221000,In portafolio,16770
686,StoneBr,7,5,2009,11,1,2,0,3,1,Gd,6,Min1,Fin,2,577,TA,TA,Y,219,0,0,0,0,0,9,WD,207500,Sold,5062
687,Somerst,7,6,1988,32,5,3,0,3,1,Gd,7,Typ,Fin,2,578,TA,TA,Y,144,105,0,0,0,0,8,New,227875,Sold,10207
688,Somerst,7,5,2015,5,4,2,1,2,1,Gd,4,Typ,Unf,2,480,TA,TA,Y,0,60,0,0,0,0,3,WD,148800,In portafolio,5105
689,StoneBr,8,6,2003,17,1,2,0,2,1,Gd,7,Typ,RFn,2,567,TA,TA,Y,140,0,0,0,0,0,10,New,392000,Sold,8089
690,NridgHt,6,5,1991,29,1,2,0,2,1,Gd,6,Typ,RFn,2,460,TA,TA,Y,192,28,0,0,0,0,6,WD,194700,Sold,7577
691,CollgCr,6,5,2013,7,5,1,0,1,1,Gd,3,Typ,RFn,2,420,TA,TA,Y,149,0,0,0,0,0,5,WD,141000,Sold,4426
692,NoRidge,10,6,2005,15,4,3,1,4,1,Ex,10,Typ,Fin,3,832,TA,TA,Y,382,50,0,0,0,0,1,WD,755000,In portafolio,21535
693,Timber,7,5,2003,17,2,2,1,4,1,Gd,9,Typ,RFn,2,628,TA,TA,Y,320,27,0,0,0,0,4,WD,335000,Sold,26178
694,OldTown,5,6,2017,3,4,1,0,2,1,TA,4,Typ,Unf,1,326,TA,TA,Y,0,0,112,0,0,0,12,WD,108480,Sold,5400
695,BrkSide,5,6,2016,4,3,1,1,3,1,TA,5,Typ,Unf,2,576,TA,TA,Y,112,0,0,0,0,0,4,WD,141500,In portafolio,6120
696,Timber,6,6,1984,36,5,2,0,2,1,Gd,5,Typ,Unf,2,551,TA,TA,Y,125,0,0,0,0,0,7,WD,176000,Sold,13811
697,BrkSide,5,7,1981,39,4,1,0,2,1,TA,4,Typ,Unf,1,205,TA,TA,Y,0,0,129,0,0,0,6,WD,89000,Sold,6000
698,Edwards,5,7,1983,37,5,1,0,2,1,TA,6,Typ,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,9,WD,123500,In portafolio,6420
699,Sawyer,5,8,1991,29,1,1,0,3,1,TA,5,Typ,Unf,1,336,TA,TA,Y,416,144,0,0,0,0,4,WD,138500,In portafolio,8450
700,Somerst,7,5,2009,11,5,2,0,2,1,Gd,5,Typ,RFn,2,530,TA,TA,Y,156,158,0,0,0,0,7,WD,196000,Sold,4282
701,Timber,8,5,2000,20,3,2,0,3,1,Gd,7,Typ,Fin,3,765,TA,TA,Y,270,78,0,0,0,0,5,WD,312500,Sold,14331
702,NWAmes,7,5,2015,5,1,1,1,3,1,TA,6,Typ,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,7,COD,140000,Sold,9600
703,StoneBr,8,5,2019,1,4,2,1,4,1,Ex,10,Typ,Fin,3,666,TA,TA,Y,324,100,0,0,0,0,7,New,361919,In portafolio,12438
704,OldTown,5,9,1991,29,1,2,0,4,2,Gd,8,Typ,Unf,2,672,TA,TA,N,344,0,40,0,0,0,5,WD,140000,In portafolio,7630
705,CollgCr,7,5,1982,38,4,2,0,3,1,Gd,7,Typ,RFn,2,606,TA,TA,Y,0,35,0,144,0,0,5,WD,213000,Sold,8400
706,IDOTRR,4,5,2002,18,3,2,0,3,2,Fa,7,Mod,NA,0,0,NA,NA,N,0,0,0,0,0,3500,7,WD,55000,In portafolio,5600
707,ClearCr,7,5,2001,19,1,2,0,2,1,Gd,5,Typ,Unf,2,739,TA,TA,Y,380,48,0,0,0,0,6,WD,302000,In portafolio,115149
708,NridgHt,8,5,2017,3,1,2,0,2,1,Gd,6,Typ,Fin,2,550,TA,TA,Y,192,38,0,0,0,0,12,WD,254000,In portafolio,6240
709,Gilbert,7,5,2019,1,4,2,1,3,1,Gd,8,Typ,Fin,2,400,TA,TA,Y,100,24,0,0,0,0,7,New,179540,In portafolio,9018
710,Sawyer,5,7,1982,38,5,1,0,3,1,TA,6,Typ,Unf,1,408,TA,TA,Y,0,0,0,0,0,0,12,WD,109900,In portafolio,7162
711,BrkSide,3,6,1996,24,3,1,0,2,1,TA,5,Maj2,NA,0,0,NA,NA,N,0,0,0,0,0,0,7,WD,52000,Sold,4130
712,IDOTRR,4,7,2004,16,3,1,0,2,1,TA,7,Typ,RFn,1,384,TA,TA,N,68,0,98,0,0,0,1,WD,102776,In portafolio,8712
713,StoneBr,8,5,1996,24,5,2,0,2,1,Gd,5,Typ,Fin,2,472,TA,TA,Y,168,120,0,0,0,0,10,WD,189000,Sold,4671
714,BrkSide,4,5,1982,38,1,1,0,3,1,TA,6,Typ,Unf,2,576,TA,TA,Y,0,288,0,0,0,0,5,WD,129000,In portafolio,9873
715,Sawyer,6,8,2000,20,2,2,1,3,1,Gd,6,Typ,RFn,2,475,TA,TA,Y,0,44,0,0,0,0,3,WD,130500,In portafolio,13517
716,NWAmes,6,5,2000,20,3,2,0,3,1,TA,7,Typ,RFn,2,478,TA,TA,Y,0,0,0,0,0,0,8,WD,165000,In portafolio,10140
717,OldTown,7,8,2004,16,4,1,1,3,1,TA,8,Typ,Unf,2,704,TA,TA,P,0,48,143,0,0,0,7,WD,159500,Sold,10800
718,NWAmes,5,6,1981,39,2,1,1,3,1,Gd,5,Typ,Unf,2,439,TA,TA,Y,224,0,0,0,0,0,11,WD,157000,Sold,10000
719,NoRidge,7,5,2005,15,1,2,1,3,1,Gd,9,Typ,RFn,3,983,TA,TA,Y,250,154,216,0,0,0,8,WD,341000,Sold,10542
720,CollgCr,5,6,2014,6,1,1,1,3,1,TA,5,Typ,Unf,1,300,TA,TA,Y,0,0,0,0,0,0,5,WD,128500,In portafolio,9920
721,StoneBr,8,5,2000,20,5,2,0,2,1,Gd,5,Typ,RFn,2,564,TA,TA,Y,114,28,234,0,0,0,12,WD,275000,In portafolio,6563
722,CollgCr,6,5,2009,11,4,1,0,1,1,Gd,3,Typ,RFn,2,420,TA,TA,Y,160,0,0,0,0,0,5,WD,143000,In portafolio,4426
723,NAmes,4,7,2014,6,5,1,0,3,1,TA,5,Typ,Unf,2,463,TA,TA,Y,0,0,0,0,0,0,7,WD,124500,In portafolio,8120
724,Edwards,4,6,2016,4,5,2,0,4,1,TA,7,Typ,Unf,1,548,TA,TA,Y,0,0,0,0,156,0,5,WD,135000,Sold,8172
725,Edwards,9,5,1987,33,4,2,0,3,1,Ex,8,Typ,Fin,3,768,TA,TA,Y,327,64,0,0,0,0,2,WD,320000,In portafolio,13286
726,NAmes,4,6,1993,27,3,1,0,3,1,Gd,5,Typ,Unf,2,660,TA,TA,Y,96,0,0,0,0,500,11,WD,120500,Sold,6960
727,Crawfor,6,9,1981,39,3,2,0,3,1,Gd,5,Typ,Fin,2,540,TA,TA,Y,292,44,0,182,0,0,12,WD,222000,In portafolio,21695
728,CollgCr,7,5,2015,5,3,2,0,2,1,Gd,6,Typ,RFn,2,632,TA,TA,Y,132,0,0,0,0,0,2,WD,194500,In portafolio,7314
729,NAmes,5,5,2012,8,1,2,0,4,2,TA,9,Typ,Unf,3,888,TA,TA,Y,0,25,0,0,0,0,7,COD,110000,Sold,11475
730,IDOTRR,4,5,1997,23,2,1,0,2,1,TA,5,Typ,Unf,2,539,TA,TA,Y,0,23,112,0,0,0,1,WD,103000,Sold,6240
731,StoneBr,8,5,2012,8,5,2,0,2,1,Gd,5,Typ,RFn,2,608,TA,TA,Y,237,152,0,0,0,0,3,WD,236500,Sold,5389
732,Timber,7,5,2003,17,5,2,0,3,1,Gd,6,Typ,Fin,2,438,TA,TA,Y,160,22,0,0,0,0,5,WD,187500,Sold,9590
733,CollgCr,7,5,1988,32,5,2,1,3,1,Gd,8,Typ,Fin,2,541,TA,TA,Y,192,84,0,0,0,0,7,WD,222500,In portafolio,11404
734,Sawyer,5,6,2013,7,5,1,0,3,1,TA,6,Typ,RFn,1,264,TA,TA,Y,165,0,0,0,0,400,3,WD,131400,Sold,10000
735,Sawyer,5,5,2006,14,5,1,0,3,1,TA,6,Typ,Unf,1,300,TA,TA,Y,147,0,0,0,0,0,5,WD,108000,In portafolio,8978
736,OldTown,7,7,1984,36,3,1,1,2,1,TA,6,Typ,Unf,2,320,TA,TA,N,0,341,0,0,0,0,10,WD,163000,In portafolio,10800
737,NAmes,3,4,1997,23,2,2,0,2,2,TA,6,Typ,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,7,WD,93500,Sold,8544
738,Gilbert,8,5,2013,7,5,2,1,3,1,Gd,8,Typ,Fin,3,800,TA,TA,Y,0,116,0,0,0,0,6,WD,239900,Sold,10463
739,Edwards,5,5,1989,31,2,3,0,3,1,TA,5,Typ,NA,0,0,NA,NA,Y,120,0,0,0,0,0,3,WD,179000,Sold,10800
740,CollgCr,7,5,2012,8,3,2,1,3,1,Gd,7,Typ,RFn,2,572,TA,TA,Y,187,56,0,0,0,0,4,WD,190000,Sold,9313
741,OldTown,5,7,2005,15,1,2,0,2,1,TA,7,Typ,Unf,2,360,TA,Gd,Y,270,0,112,0,0,0,5,WD,132000,Sold,9600
742,Sawyer,6,8,1987,33,5,1,0,3,1,Gd,5,Typ,Unf,1,288,TA,TA,Y,168,0,0,0,0,0,5,WD,142000,In portafolio,6768
743,SawyerW,7,5,1981,39,2,2,0,3,1,TA,6,Typ,Unf,2,539,TA,TA,Y,120,55,0,0,0,0,12,WD,179000,Sold,8450
744,Sawyer,5,6,2006,14,4,2,0,3,1,TA,6,Min2,RFn,2,480,TA,TA,Y,302,0,0,0,100,0,10,WD,175000,Sold,12886
745,StoneBr,8,5,2020,0,2,2,0,2,1,Gd,5,Typ,RFn,2,462,TA,TA,Y,96,0,70,168,0,0,10,WD,180000,In portafolio,5395
746,NWAmes,8,9,2006,14,4,3,1,4,1,Gd,11,Typ,Fin,2,831,TA,TA,Y,0,204,0,0,0,0,7,WD,299800,In portafolio,8963
747,Gilbert,7,5,2012,8,5,2,1,4,1,Gd,8,Typ,Fin,2,554,TA,TA,Y,224,54,0,0,0,0,4,WD,236000,Sold,8795
748,OldTown,7,7,1981,39,2,1,1,4,1,Gd,8,Typ,Unf,4,864,TA,TA,N,181,0,386,0,0,0,5,WD,265979,Sold,11700
749,NoRidge,7,5,2005,15,5,2,0,3,1,Gd,7,Typ,Fin,2,527,TA,TA,Y,240,56,154,0,0,0,3,WD,260400,Sold,10593
750,Edwards,4,3,1988,32,2,2,0,4,1,TA,9,Mod,Unf,1,240,TA,TA,N,92,0,185,0,0,0,4,WD,98000,In portafolio,8405
751,OldTown,4,7,1980,40,5,1,0,3,1,TA,7,Min2,NA,0,0,NA,NA,N,0,160,0,0,0,0,6,WD,96500,In portafolio,8800
752,Gilbert,7,5,1984,36,1,2,1,3,1,Gd,6,Typ,Fin,2,400,TA,TA,Y,0,48,0,0,0,0,8,WD,162000,Sold,7750
753,CollgCr,6,5,1986,34,2,2,0,3,1,Gd,6,Typ,RFn,2,576,TA,TA,Y,168,27,0,0,0,0,7,WD,217000,In portafolio,9236
754,NridgHt,8,5,2011,9,2,2,1,3,1,Ex,8,Typ,RFn,3,878,TA,TA,Y,192,52,0,0,0,0,3,WD,275500,In portafolio,10240
755,NAmes,6,8,1999,21,3,1,0,3,1,Gd,5,Typ,RFn,2,440,TA,TA,Y,171,48,0,0,0,0,7,WD,156000,Sold,7930
756,Somerst,6,5,1983,37,4,2,1,3,1,TA,6,Typ,Unf,2,440,TA,TA,Y,0,24,0,0,0,0,3,WD,172500,In portafolio,3230
757,CollgCr,8,5,1992,28,3,2,1,3,1,Gd,7,Typ,RFn,2,578,TA,TA,Y,144,105,0,0,0,0,4,WD,212000,Sold,10769
758,Sawyer,6,5,1992,28,3,2,1,3,1,TA,6,Typ,Fin,2,440,TA,TA,Y,335,0,0,0,0,0,4,WD,158900,Sold,11616
759,Somerst,7,5,1986,34,4,2,1,3,1,TA,6,Typ,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,8,WD,179400,In portafolio,2280
760,NoRidge,8,5,2007,13,1,2,1,4,1,Gd,9,Typ,RFn,3,752,TA,TA,Y,222,98,0,0,0,0,11,WD,290000,Sold,12257
761,NAmes,6,6,1990,30,4,1,0,2,1,TA,5,Typ,Unf,1,300,Ex,Ex,Y,0,0,0,0,0,450,10,WD,127500,Sold,9100
762,BrkSide,5,5,1995,25,3,1,0,2,1,Fa,5,Min1,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,10,WD,100000,Sold,6911
763,Somerst,7,5,1992,28,1,2,1,3,1,Gd,7,Typ,Unf,2,614,TA,TA,Y,169,45,0,0,0,0,6,Con,215200,Sold,8640
764,NoRidge,8,5,1995,25,1,2,1,3,1,Gd,8,Typ,RFn,3,856,TA,TA,Y,0,128,0,0,180,0,7,WD,337000,Sold,9430
765,Veenker,8,5,2009,11,5,1,1,2,1,Ex,6,Typ,Fin,2,481,TA,TA,Y,0,30,0,0,216,0,4,WD,270000,Sold,9549
766,Somerst,9,5,2008,12,5,2,0,2,1,Ex,6,Typ,Fin,2,592,TA,TA,Y,0,174,0,0,0,0,8,New,264132,In portafolio,14587
767,NWAmes,7,5,2009,11,2,2,1,3,1,TA,7,Typ,Unf,2,496,TA,TA,Y,228,66,156,0,0,500,3,WD,196500,Sold,10421
768,Mitchel,6,7,1996,24,4,2,0,4,1,TA,7,Mod,Unf,1,423,TA,TA,Y,245,0,156,0,0,1300,7,WD,160000,Sold,12508
769,CollgCr,7,5,1991,29,2,2,0,3,1,Gd,8,Typ,Fin,2,484,TA,TA,Y,120,33,0,0,0,0,10,WD,216837,In portafolio,9100
770,StoneBr,8,5,1984,36,3,3,1,4,1,Ex,12,Mod,Fin,3,841,TA,TA,Y,503,36,0,0,210,0,6,WD,538000,In portafolio,53504
771,Sawyer,5,5,1997,23,4,1,0,2,1,TA,5,Typ,Unf,2,576,TA,TA,Y,120,0,0,0,0,0,4,WD,134900,In portafolio,7252
772,Edwards,4,5,1981,39,1,1,0,2,1,TA,6,Typ,Unf,2,396,TA,TA,Y,0,0,0,0,0,0,4,COD,102000,Sold,8877
773,Edwards,6,5,1993,27,1,1,0,3,1,TA,6,Typ,Unf,2,672,TA,TA,Y,144,0,0,0,0,0,3,WD,107000,In portafolio,7819
774,NAmes,5,5,1992,28,4,1,0,2,1,TA,5,Typ,RFn,1,275,TA,TA,Y,0,0,0,0,0,0,7,COD,114500,In portafolio,10150
775,NridgHt,8,5,2012,8,1,2,0,3,1,Gd,9,Typ,Fin,3,895,TA,TA,Y,315,45,0,0,0,0,7,New,395000,Sold,14226
776,Mitchel,6,5,1982,38,3,2,0,2,1,TA,5,Typ,Fin,2,412,TA,TA,Y,0,247,0,0,0,0,6,WD,162000,Sold,4500
777,CollgCr,7,5,1985,35,5,2,0,3,1,Gd,7,Typ,RFn,3,865,TA,TA,Y,144,59,0,0,0,0,7,New,221500,Sold,11210
778,Sawyer,5,5,1988,32,4,1,0,3,1,TA,5,Typ,Unf,2,440,TA,TA,Y,241,0,0,0,0,0,6,WD,142500,In portafolio,13350
779,SawyerW,5,5,1983,37,1,2,0,4,2,TA,10,Typ,Unf,2,630,TA,TA,Y,0,0,0,0,0,0,10,WD,144000,Sold,8400
780,Mitchel,6,5,1987,33,3,1,0,2,1,TA,4,Typ,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,5,WD,135000,Sold,10530
781,Gilbert,7,5,2001,19,5,2,0,3,1,TA,6,Typ,Fin,2,402,TA,TA,Y,220,21,0,0,0,0,6,WD,176000,Sold,7875
782,SawyerW,6,5,2001,19,2,2,1,3,1,Gd,7,Typ,RFn,2,484,TA,TA,Y,0,124,0,0,0,0,7,WD,175900,Sold,7153
783,CollgCr,7,5,2020,0,2,2,0,3,1,Gd,6,Typ,RFn,2,605,TA,TA,Y,0,33,0,0,0,0,6,WD,187100,In portafolio,16285
784,Mitchel,5,6,1989,31,3,1,0,1,1,Gd,4,Typ,Fin,2,602,TA,TA,Y,303,30,0,0,0,0,7,WD,165500,Sold,9101
785,OldTown,6,6,2011,9,5,2,0,3,1,TA,9,Typ,NA,0,0,NA,NA,Y,0,291,134,0,0,0,6,WD,128000,In portafolio,6300
786,NWAmes,6,5,1998,22,3,2,0,3,1,TA,7,Typ,Unf,2,457,TA,TA,Y,0,0,0,0,197,0,9,WD,161500,In portafolio,9790
787,OldTown,5,6,1991,29,2,2,0,4,1,TA,7,Typ,Unf,1,416,TA,TA,Y,0,0,196,0,0,1200,6,WD,139000,Sold,10800
788,SawyerW,7,5,2020,0,3,2,1,4,1,Gd,8,Typ,RFn,2,618,TA,TA,Y,0,45,0,0,0,0,1,WD,233000,In portafolio,10142
789,OldTown,4,7,2001,19,2,1,0,2,1,TA,4,Typ,Unf,1,281,Fa,TA,Y,0,0,0,0,0,0,8,WD,107900,Sold,6000
790,ClearCr,6,8,1984,36,4,2,1,5,1,Gd,9,Typ,Fin,2,444,TA,TA,Y,133,168,0,0,0,0,7,WD,187500,In portafolio,12205
791,Blmngtn,7,5,2013,7,2,2,0,2,1,Gd,5,Typ,Fin,2,397,TA,TA,Y,100,16,0,0,0,0,9,WD,160200,Sold,3182
792,Mitchel,6,5,2007,13,2,1,0,3,1,TA,5,Typ,RFn,2,539,TA,TA,Y,120,0,0,0,0,0,5,WD,146800,Sold,11333
793,NoRidge,7,5,1994,26,3,2,1,3,1,TA,8,Typ,Unf,2,455,TA,TA,Y,180,130,0,0,0,0,6,WD,269790,Sold,9920
794,Somerst,8,5,2007,13,3,2,0,3,1,Gd,7,Typ,Fin,2,474,TA,TA,Y,168,130,0,0,0,0,6,New,225000,In portafolio,9158
795,Gilbert,7,5,2010,10,5,2,1,3,1,Gd,7,Typ,Fin,2,409,TA,TA,Y,143,46,0,0,0,500,10,WD,194500,Sold,10832
796,SawyerW,6,6,2015,5,1,2,1,3,1,TA,7,Typ,Unf,2,476,TA,TA,Y,0,50,0,0,204,0,4,WD,171000,In portafolio,8400
797,Sawyer,6,5,2002,18,1,1,1,3,1,TA,7,Typ,RFn,2,528,TA,TA,Y,138,0,0,0,0,0,4,WD,143500,In portafolio,8197
798,NAmes,5,5,2006,14,2,1,0,2,1,TA,4,Typ,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,4,WD,110000,In portafolio,7677
799,NridgHt,9,5,2000,20,3,3,1,4,1,Ex,11,Typ,Fin,3,820,TA,TA,Y,144,78,0,0,0,0,7,New,485000,Sold,13518
800,SWISU,5,7,2008,12,4,1,1,3,1,Gd,7,Typ,Unf,1,240,TA,TA,Y,0,0,264,0,0,0,6,WD,175000,Sold,7200
801,ClearCr,6,5,2019,1,3,2,1,4,1,Gd,8,Typ,RFn,2,603,TA,TA,Y,403,114,185,0,0,400,5,WD,200000,In portafolio,12798
802,IDOTRR,4,7,1998,22,3,1,0,2,1,TA,5,Typ,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,7,WD,109900,In portafolio,4800
803,CollgCr,7,5,2007,13,1,2,1,3,1,Gd,7,Typ,Fin,2,410,TA,TA,Y,36,18,0,0,0,0,10,WD,189000,Sold,8199
804,NridgHt,9,5,2008,12,5,3,1,4,1,Ex,12,Typ,RFn,3,1020,TA,TA,Y,52,170,0,0,192,0,1,New,582933,In portafolio,13891
805,NAmes,5,5,1999,21,2,1,0,2,1,TA,5,Min1,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,6,WD,118000,In portafolio,9000
806,Somerst,7,5,2015,5,2,2,0,3,1,Ex,6,Typ,RFn,2,554,TA,TA,Y,0,60,0,0,0,0,7,New,227680,Sold,12274
807,NAmes,5,5,1992,28,2,2,0,3,1,TA,6,Typ,Fin,1,384,TA,TA,Y,68,0,0,0,0,0,10,WD,135500,In portafolio,9750
808,BrkSide,5,6,1996,24,1,1,1,3,1,Gd,6,Typ,RFn,2,528,TA,TA,Y,0,312,0,0,0,0,5,WD,223500,Sold,21384
809,NAmes,5,5,1989,31,5,1,0,3,1,TA,6,Typ,RFn,2,484,TA,TA,Y,0,0,0,0,0,0,6,WD,159950,Sold,13400
810,OldTown,5,5,2012,8,2,2,0,2,3,TA,11,Typ,Unf,2,360,Fa,Po,N,40,156,0,0,0,0,11,WD,106000,Sold,8100
811,NWAmes,6,6,2011,9,1,1,1,3,1,Gd,5,Typ,RFn,2,484,TA,TA,Y,265,0,0,0,0,0,1,WD,181000,Sold,10140
812,CollgCr,6,5,1989,31,2,1,0,1,1,Gd,4,Typ,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,6,ConLD,144500,Sold,4438
813,IDOTRR,5,5,2001,19,3,1,0,2,1,Fa,4,Typ,Unf,2,504,TA,TA,N,0,0,0,0,0,54,6,WD,55993,In portafolio,8712
814,NAmes,6,6,1992,28,5,1,1,4,1,TA,7,Typ,RFn,1,301,TA,TA,Y,0,0,275,0,0,500,4,COD,157900,In portafolio,9750
815,Edwards,5,7,2018,2,4,1,1,3,1,Fa,7,Typ,Unf,1,280,TA,TA,P,207,0,96,0,0,0,7,WD,116000,In portafolio,8248
816,CollgCr,7,5,2018,2,3,2,0,3,1,Gd,6,Typ,RFn,2,598,TA,TA,Y,0,34,0,0,0,0,5,WD,224900,Sold,12137
817,NAmes,5,6,1997,23,5,1,0,2,1,TA,4,Typ,RFn,1,275,TA,TA,Y,0,0,120,0,0,0,7,WD,137000,Sold,11425
818,Mitchel,8,5,1990,30,4,2,0,3,1,Gd,7,Typ,RFn,3,857,TA,TA,Y,150,59,0,0,0,0,7,WD,271000,In portafolio,13265
819,ClearCr,6,7,1988,32,5,1,0,3,1,TA,6,Typ,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,6,WD,155000,In portafolio,8816
820,NridgHt,7,5,2019,1,3,2,0,2,1,Gd,6,Typ,RFn,2,484,TA,TA,Y,192,35,0,0,0,0,6,New,224000,Sold,6371
821,CollgCr,7,5,2013,7,3,2,1,3,1,Gd,6,Typ,RFn,2,595,TA,TA,Y,0,45,0,0,0,0,6,WD,183000,In portafolio,7226
822,OldTown,4,4,1997,23,1,1,0,2,1,TA,4,Min2,Unf,2,576,TA,TA,Y,0,32,112,0,0,0,2,WD,93000,Sold,6000
823,Gilbert,7,5,1991,29,4,2,1,3,1,Gd,7,Typ,Fin,2,433,TA,TA,Y,100,48,0,0,0,0,10,WD,225000,In portafolio,12394
824,SWISU,6,7,1991,29,1,2,0,3,1,TA,7,Typ,Unf,1,240,TA,TA,Y,335,0,0,0,0,0,7,WD,139500,In portafolio,9900
825,Somerst,8,5,2000,20,2,2,0,3,1,Gd,7,Typ,RFn,2,776,TA,TA,Y,0,140,0,0,0,0,6,New,232600,In portafolio,11216
826,NridgHt,10,5,2014,6,3,2,0,2,1,Ex,7,Typ,Fin,3,1220,TA,TA,Y,188,45,0,0,0,0,6,New,385000,In portafolio,14803
827,BrkSide,5,6,2018,2,2,1,0,2,1,Gd,5,Typ,NA,0,0,NA,NA,Y,0,0,116,0,0,0,5,WD,109500,In portafolio,6130
828,SawyerW,7,5,2016,4,5,2,0,3,1,Gd,6,Typ,RFn,2,527,TA,TA,Y,290,39,0,0,0,0,4,WD,189000,Sold,8529
829,ClearCr,5,5,2000,20,5,2,1,3,1,TA,7,Min2,Fin,2,538,TA,TA,Y,486,0,0,0,225,0,6,WD,185000,Sold,28698
830,Somerst,7,5,1994,26,3,2,1,2,1,Gd,4,Typ,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,7,WD,147400,Sold,2544
831,NAmes,6,5,2013,7,4,1,1,3,1,TA,6,Typ,RFn,2,458,TA,TA,Y,0,0,0,0,192,0,6,WD,166000,Sold,11900
832,Somerst,7,5,2004,16,1,2,1,2,1,Gd,4,Typ,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,6,WD,151000,Sold,3180
833,CollgCr,7,6,1989,31,3,2,1,3,1,Gd,7,Typ,RFn,2,613,TA,TA,Y,192,39,0,0,0,0,1,WD,237000,In portafolio,9548
834,NAmes,6,6,1986,34,4,1,1,3,1,TA,6,Typ,RFn,2,472,TA,TA,Y,0,0,0,0,152,0,2,WD,167000,Sold,10004
835,NAmes,5,6,1982,38,1,1,0,3,1,TA,6,Typ,Unf,2,456,TA,TA,Y,0,0,0,0,0,0,9,WD,139950,Sold,7875
836,Sawyer,4,7,1984,36,5,2,0,2,1,Gd,4,Min2,Unf,2,436,TA,TA,Y,290,0,0,0,0,0,2,WD,128000,Sold,9600
837,OldTown,5,6,2020,0,1,1,0,2,1,TA,5,Min2,Unf,2,812,TA,TA,Y,0,116,230,0,0,0,6,COD,153500,Sold,8100
838,BrDale,6,5,2017,3,1,1,1,2,1,TA,5,Typ,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,11,WD,100000,Sold,1680
839,CollgCr,5,6,2000,20,1,1,1,3,1,Gd,6,Typ,Unf,1,352,TA,TA,Y,278,0,0,0,0,0,6,WD,144000,Sold,9525
840,Edwards,5,6,1983,37,2,1,0,3,1,TA,6,Typ,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,5,WD,130500,In portafolio,11767
841,SWISU,6,8,1998,22,1,2,0,4,1,Fa,7,Typ,Unf,1,400,TA,TA,P,0,0,254,0,0,0,3,WD,140000,In portafolio,12155
842,OldTown,5,8,2002,18,4,2,0,3,1,Gd,8,Typ,Unf,2,686,Gd,TA,P,70,78,68,0,0,0,6,WD,157500,In portafolio,10440
843,NAmes,6,7,1990,30,1,1,1,3,1,TA,6,Typ,RFn,2,490,Gd,Gd,Y,0,129,0,0,0,0,5,WD,174900,In portafolio,9020
844,NAmes,5,4,1998,22,3,2,0,6,2,TA,10,Typ,NA,0,0,NA,NA,Y,0,0,0,0,0,0,7,WD,141000,In portafolio,8000
845,OldTown,5,8,2016,4,4,1,1,4,1,TA,7,Typ,Unf,3,720,TA,TA,Y,418,0,194,0,0,0,6,WD,153900,Sold,12665
846,Sawyer,5,5,1986,34,1,2,0,3,1,TA,6,Min2,Fin,2,611,TA,TA,Y,0,0,0,0,0,0,1,WD,171000,In portafolio,16647
847,SawyerW,7,5,1985,35,4,2,1,3,1,Gd,7,Typ,Unf,2,425,TA,TA,Y,234,72,192,0,0,0,7,WD,213000,In portafolio,9317
